Sequential,Short,Long,DataPackfile,Profiletable,Columnheadingdescriptioninprofile
G4354,C13_14F_O_ENWNA_M_EO,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Speaks_English_only,G12A,G12a,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 13-14 YEARS
G4355,C13_14F_O_ENWNA_M_O_EVWW,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12A,G12a,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 13-14 YEARS
G4356,C13_14F_O_ENWNA_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12A,G12a,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 13-14 YEARS
G4357,C13_14F_O_ENWNA_M_O_PENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4358,C13_14F_O_ENWNA_M_O_E_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12A,G12a,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4359,C13_14F_O_ENWNA_M_LPENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4360,C13_14F_O_ENWNA_M_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Total,G12A,G12a,MALE PARENT: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4361,C13_14F_O_PENS_M_EO,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Speaks_English_only,G12A,G12a,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 13-14 YEARS
G4362,C13_14F_O_PENS_M_O_EVWW,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12A,G12a,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 13-14 YEARS
G4363,C13_14F_O_PENS_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12A,G12a,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 13-14 YEARS
G4364,C13_14F_O_PENS_M_O_PENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4365,C13_14F_O_PENS_M_O_E_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12A,G12a,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4366,C13_14F_O_PENS_M_LPENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4367,C13_14F_O_PENS_M_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Total,G12A,G12a,MALE PARENT: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4368,C13_14F_O_E_T_M_EO,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Speaks_English_only,G12A,G12a,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 13-14 YEARS
G4369,C13_14F_O_E_T_M_O_EVWW,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12A,G12a,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 13-14 YEARS
G4370,C13_14F_O_E_T_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12A,G12a,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 13-14 YEARS
G4371,C13_14F_O_E_T_M_O_PENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4372,C13_14F_O_E_T_M_O_E_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12A,G12a,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4373,C13_14F_O_E_T_M_LPENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4374,C13_14F_O_E_T_M_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Total,G12A,G12a,MALE PARENT: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4375,C13_14F_LPENS_M_EO,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Speaks_English_only,G12A,G12a,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 13-14 YEARS
G4376,C13_14F_LPENS_M_O_EVWW,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12A,G12a,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 13-14 YEARS
G4377,C13_14F_LPENS_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12A,G12a,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 13-14 YEARS
G4378,C13_14F_LPENS_M_O_PENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4379,C13_14F_LPENS_M_O_E_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12A,G12a,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4380,C13_14F_LPENS_M_LPENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4381,C13_14F_LPENS_M_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Total,G12A,G12a,MALE PARENT: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4382,C13_14F_TM_EO,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Speaks_English_only,G12A,G12a,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 13-14 YEARS
G4383,C13_14F_TM_O_EVWW,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12A,G12a,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 13-14 YEARS
G4384,C13_14F_TM_O_ENWNA,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12A,G12a,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 13-14 YEARS
G4385,C13_14F_TM_O_PENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4386,C13_14F_TM_O_E_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12A,G12a,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4387,C13_14F_TM_LPENS,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12A,G12a,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 13-14 YEARS
G4388,C13_14F_TM_T,DEPENDENT_CHILDREN_AGED_13_14_YEARS_FEMALE_PARENT_Total_MALE_PARENT_Total,G12A,G12a,MALE PARENT: Total|DEPENDENT CHILDREN AGED 13-14 YEARS
G4389,C15_17F_EO_M_EO,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Speaks_English_only,G12A,G12b,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 15-17 YEARS
G4390,C15_17F_EO_M_O_EVWW,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12A,G12b,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 15-17 YEARS
G4391,C15_17F_EO_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12A,G12b,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 15-17 YEARS
G4392,C15_17F_EO_M_O_PENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12A,G12b,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4393,C15_17F_EO_M_O_E_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12B,G12b,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4394,C15_17F_EO_M_LPENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4395,C15_17F_EO_M_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Speaks_English_only_MALE_PARENT_Total,G12B,G12b,MALE PARENT: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4396,C15_17F_O_EVWW_M_EO,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Speaks_English_only,G12B,G12b,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 15-17 YEARS
G4397,C15_17F_O_EVWW_M_O_EVWW,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12B,G12b,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 15-17 YEARS
G4398,C15_17F_O_EVWW_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12B,G12b,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 15-17 YEARS
G4399,C15_17F_O_EVWW_M_O_PENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4400,C15_17F_O_EVWW_M_O_E_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12B,G12b,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4401,C15_17F_O_EVWW_M_LPENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4402,C15_17F_O_EVWW_M_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well_MALE_PARENT_Total,G12B,G12b,MALE PARENT: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4403,C15_17F_O_ENWNA_M_EO,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Speaks_English_only,G12B,G12b,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 15-17 YEARS
G4404,C15_17F_O_ENWNA_M_O_EVWW,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12B,G12b,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 15-17 YEARS
G4405,C15_17F_O_ENWNA_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12B,G12b,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 15-17 YEARS
G4406,C15_17F_O_ENWNA_M_O_PENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4407,C15_17F_O_ENWNA_M_O_E_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12B,G12b,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4408,C15_17F_O_ENWNA_M_LPENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4409,C15_17F_O_ENWNA_M_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_MALE_PARENT_Total,G12B,G12b,MALE PARENT: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4410,C15_17F_O_PENS_M_EO,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Speaks_English_only,G12B,G12b,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 15-17 YEARS
G4411,C15_17F_O_PENS_M_O_EVWW,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12B,G12b,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 15-17 YEARS
G4412,C15_17F_O_PENS_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12B,G12b,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 15-17 YEARS
G4413,C15_17F_O_PENS_M_O_PENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4414,C15_17F_O_PENS_M_O_E_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12B,G12b,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4415,C15_17F_O_PENS_M_LPENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4416,C15_17F_O_PENS_M_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_MALE_PARENT_Total,G12B,G12b,MALE PARENT: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4417,C15_17F_O_E_T_M_EO,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Speaks_English_only,G12B,G12b,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 15-17 YEARS
G4418,C15_17F_O_E_T_M_O_EVWW,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12B,G12b,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 15-17 YEARS
G4419,C15_17F_O_E_T_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12B,G12b,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 15-17 YEARS
G4420,C15_17F_O_E_T_M_O_PENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4421,C15_17F_O_E_T_M_O_E_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12B,G12b,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4422,C15_17F_O_E_T_M_LPENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4423,C15_17F_O_E_T_M_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Uses_other_language_and_speaks_English_Total_MALE_PARENT_Total,G12B,G12b,MALE PARENT: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4424,C15_17F_LPENS_M_EO,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Speaks_English_only,G12B,G12b,MALE PARENT: Speaks English only|DEPENDENT CHILDREN AGED 15-17 YEARS
G4425,C15_17F_LPENS_M_O_EVWW,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Very_well_or_well,G12B,G12b,MALE PARENT: Uses other language and speaks English: Very well or well|DEPENDENT CHILDREN AGED 15-17 YEARS
G4426,C15_17F_LPENS_M_O_ENWNA,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Not_well_or_not_at_all,G12B,G12b,MALE PARENT: Uses other language and speaks English: Not well or not at all|DEPENDENT CHILDREN AGED 15-17 YEARS
G4427,C15_17F_LPENS_M_O_PENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Uses other language and speaks English: Proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
G4428,C15_17F_LPENS_M_O_E_T,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Uses_other_language_and_speaks_English_Total,G12B,G12b,MALE PARENT: Uses other language and speaks English: Total|DEPENDENT CHILDREN AGED 15-17 YEARS
G4429,C15_17F_LPENS_M_LPENS,DEPENDENT_CHILDREN_AGED_15_17_YEARS_FEMALE_PARENT_Language_and_proficiency_in_English_not_stated_MALE_PARENT_Language_and_proficiency_in_English_not_stated,G12B,G12b,MALE PARENT: Language and proficiency in English not stated|DEPENDENT CHILDREN AGED 15-17 YEARS
